DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 23 easy

DAYS = 35
TRUCK_CAPACITY = 18
TRUCK_MAX_DISTANCE = 1565

TRUCK_DISTANCE_COST = 10
TRUCK_DAY_COST = 100000
TRUCK_COST = 100000
TECHNICIAN_DISTANCE_COST = 10
TECHNICIAN_DAY_COST = 100000
TECHNICIAN_COST = 1000

MACHINES = 5
	1	7	190
	2	5	130
	3	6	865
	4	7	740
	5	5	550

LOCATIONS = 257
	1	560	28
	2	539	140
	3	250	354
	4	319	437
	5	280	304
	6	315	464
	7	777	646
	8	641	551
	9	522	749
	10	737	482
	11	235	369
	12	714	355
	13	245	348
	14	463	372
	15	140	327
	16	514	738
	17	577	478
	18	516	359
	19	201	345
	20	248	349
	21	325	480
	22	281	404
	23	267	511
	24	199	315
	25	349	397
	26	501	729
	27	507	306
	28	188	368
	29	521	311
	30	309	370
	31	322	483
	32	450	384
	33	373	443
	34	209	401
	35	434	508
	36	507	304
	37	514	326
	38	242	339
	39	348	513
	40	221	325
	41	627	336
	42	282	550
	43	250	333
	44	268	303
	45	82	284
	46	516	493
	47	418	279
	48	547	426
	49	270	369
	50	276	537
	51	328	508
	52	541	359
	53	364	395
	54	384	391
	55	272	443
	56	547	742
	57	262	373
	58	252	341
	59	147	337
	60	512	28
	61	296	508
	62	376	428
	63	503	681
	64	666	649
	65	293	465
	66	304	489
	67	557	36
	68	471	327
	69	517	87
	70	325	480
	71	490	517
	72	545	430
	73	309	458
	74	450	676
	75	366	391
	76	283	244
	77	532	716
	78	411	403
	79	445	292
	80	364	373
	81	452	249
	82	184	338
	83	279	376
	84	425	412
	85	300	340
	86	304	470
	87	543	53
	88	234	335
	89	534	642
	90	292	462
	91	383	471
	92	540	764
	93	340	420
	94	193	314
	95	275	560
	96	276	438
	97	256	466
	98	252	336
	99	707	434
	100	480	361
	101	292	407
	102	736	431
	103	455	192
	104	333	450
	105	345	638
	106	513	317
	107	219	345
	108	312	462
	109	225	326
	110	590	670
	111	534	642
	112	332	442
	113	262	479
	114	87	232
	115	331	358
	116	272	304
	117	204	184
	118	236	416
	119	187	384
	120	30	215
	121	254	324
	122	580	576
	123	665	357
	124	575	416
	125	304	559
	126	484	137
	127	257	460
	128	386	431
	129	718	448
	130	465	699
	131	196	372
	132	338	391
	133	489	13
	134	383	348
	135	660	718
	136	256	327
	137	550	585
	138	509	261
	139	263	239
	140	295	433
	141	104	206
	142	702	556
	143	209	337
	144	262	506
	145	666	725
	146	590	728
	147	91	224
	148	239	384
	149	418	403
	150	440	190
	151	302	248
	152	314	461
	153	542	419
	154	365	384
	155	323	479
	156	700	737
	157	255	328
	158	309	458
	159	745	581
	160	560	395
	161	504	680
	162	245	470
	163	288	544
	164	461	338
	165	585	570
	166	534	45
	167	186	374
	168	600	692
	169	535	292
	170	193	374
	171	326	262
	172	351	555
	173	536	415
	174	302	435
	175	630	371
	176	334	312
	177	559	42
	178	543	431
	179	318	466
	180	428	709
	181	236	340
	182	640	323
	183	147	337
	184	491	141
	185	707	760
	186	255	497
	187	200	387
	188	341	564
	189	395	417
	190	322	295
	191	166	335
	192	227	256
	193	384	450
	194	296	463
	195	684	454
	196	375	428
	197	544	715
	198	515	356
	199	371	283
	200	202	377
	201	375	228
	202	398	481
	203	294	444
	204	351	559
	205	294	242
	206	689	772
	207	494	358
	208	667	542
	209	291	511
	210	518	337
	211	197	184
	212	506	475
	213	206	314
	214	672	470
	215	326	458
	216	543	347
	217	256	468
	218	249	345
	219	321	468
	220	175	383
	221	192	241
	222	503	27
	223	233	342
	224	318	481
	225	320	467
	226	620	445
	227	215	390
	228	360	327
	229	225	219
	230	308	324
	231	373	425
	232	524	398
	233	541	326
	234	521	317
	235	581	173
	236	245	350
	237	423	191
	238	290	555
	239	518	317
	240	430	197
	241	249	337
	242	357	285
	243	204	385
	244	481	662
	245	406	294
	246	536	416
	247	774	715
	248	470	263
	249	731	740
	250	247	442
	251	195	318
	252	583	441
	253	162	312
	254	283	545
	255	496	735
	256	487	613
	257	303	448

REQUESTS = 750
	1	145	1	3	2	1
	2	207	1	5	3	1
	3	42	1	2	3	2
	4	211	1	6	2	1
	5	100	1	5	3	3
	6	90	1	2	5	2
	7	225	1	4	5	1
	8	141	1	2	1	1
	9	132	1	6	3	1
	10	23	1	5	3	3
	11	142	1	3	4	1
	12	168	1	2	3	3
	13	139	1	2	5	3
	14	87	1	6	4	1
	15	211	1	2	5	3
	16	170	1	5	3	3
	17	250	1	5	3	3
	18	226	1	6	1	2
	19	141	1	2	3	3
	20	69	1	2	1	1
	21	58	1	6	5	3
	22	40	1	3	3	1
	23	239	1	6	4	1
	24	56	1	3	3	3
	25	192	2	7	4	2
	26	92	2	4	1	1
	27	206	2	4	2	3
	28	188	2	5	4	1
	29	80	2	3	1	2
	30	218	2	4	3	1
	31	150	2	7	5	2
	32	182	2	5	1	2
	33	158	2	5	1	2
	34	250	2	4	3	3
	35	53	2	4	5	2
	36	224	2	3	1	2
	37	34	2	4	5	2
	38	128	2	7	1	2
	39	181	2	4	1	2
	40	200	2	7	2	2
	41	162	2	4	1	1
	42	161	2	5	5	3
	43	214	2	3	3	1
	44	132	2	5	4	2
	45	219	2	5	3	1
	46	120	2	6	4	2
	47	50	2	3	4	2
	48	71	2	7	2	1
	49	206	2	5	3	2
	50	59	2	7	4	2
	51	99	2	3	3	1
	52	55	2	4	3	3
	53	94	2	3	4	1
	54	77	2	7	4	2
	55	138	2	4	2	1
	56	119	2	3	5	2
	57	2	3	5	4	2
	58	190	3	5	2	2
	59	89	3	7	4	2
	60	230	3	7	5	2
	61	193	3	8	2	2
	62	67	3	5	3	1
	63	124	3	8	1	1
	64	194	3	7	5	1
	65	166	3	5	2	1
	66	175	3	7	5	1
	67	142	3	6	2	3
	68	152	3	5	2	1
